epoch[s],latitude[deg],logitude[deg],speed[m/s]
1699208130.43,32.870128,-117.214285,7.77
1699208130.48,32.870122,-117.214285,8.02
1699208130.54,32.870122,-117.214285,8.02
1699208130.59,32.870113,-117.214287,8.47
1699208130.64,32.870113,-117.214287,8.47
1699208130.7,32.870105,-117.214287,8.64
1699208130.75,32.870105,-117.214287,8.64
1699208130.8,32.870097,-117.214287,8.91
1699208130.86,32.870097,-117.214287,8.91
1699208130.91,32.870088,-117.214288,9.05
1699208130.96,32.87008,-117.21429,9.42
1699208131.02,32.87008,-117.21429,9.42
1699208131.07,32.87007,-117.21429,9.66
1699208131.12,32.87007,-117.21429,9.66
1699208131.18,32.870062,-117.214292,10.01
1699208131.23,32.870062,-117.214292,10.01
1699208131.28,32.870052,-117.214293,10.25
1699208131.33,32.870052,-117.214293,10.25
1699208131.39,32.87004,-117.214293,10.74
1699208131.44,32.87004,-117.214293,10.74
1699208131.5,32.87003,-117.214293,10.93
1699208131.55,32.87003,-117.214293,10.93
1699208131.6,32.87002,-117.214295,11.14
1699208131.66,32.87002,-117.214295,11.14
1699208131.71,32.870008,-117.214295,11.41
1699208131.76,32.869998,-117.214297,11.66
1699208131.82,32.869998,-117.214297,11.66
1699208131.87,32.869985,-117.214298,12.06
1699208131.92,32.869985,-117.214298,12.06
1699208131.98,32.869973,-117.214298,12.44
1699208132.03,32.869973,-117.214298,12.44
1699208132.08,32.869958,-117.214297,13.01
1699208132.14,32.869958,-117.214297,13.01
1699208132.19,32.869945,-117.214297,13.57
1699208132.24,32.869945,-117.214297,13.57
1699208132.3,32.869932,-117.214297,13.83
1699208132.35,32.869932,-117.214297,13.83
1699208132.4,32.869917,-117.214297,14.36
1699208132.46,32.869917,-117.214297,14.36
1699208132.51,32.869902,-117.214295,14.88
1699208132.56,32.869902,-117.214295,14.88
1699208132.62,32.869887,-117.214295,15.19
1699208132.67,32.869872,-117.214295,15.76
1699208132.72,32.869872,-117.214295,15.76
1699208132.78,32.869857,-117.214295,15.88
1699208132.83,32.869857,-117.214295,15.88
1699208132.88,32.869842,-117.214295,16.19
1699208132.94,32.869842,-117.214295,16.19
1699208132.99,32.869825,-117.214295,16.52
1699208133.04,32.869825,-117.214295,16.52
1699208133.1,32.869808,-117.214293,16.88
1699208133.15,32.869808,-117.214293,16.88
1699208133.2,32.869793,-117.214293,17.09
1699208133.26,32.869793,-117.214293,17.09
1699208133.31,32.869777,-117.214293,17.11
1699208133.37,32.86976,-117.214293,17.13
1699208133.42,32.86976,-117.214293,17.13
1699208133.47,32.869745,-117.214293,17.23
1699208133.52,32.869745,-117.214293,17.23
1699208133.58,32.869728,-117.214293,17.23
1699208133.63,32.869728,-117.214293,17.23
1699208133.68,32.869712,-117.214293,17.27
1699208133.74,32.869712,-117.214293,17.27
1699208133.79,32.869697,-117.214293,17.28
1699208133.85,32.869697,-117.214293,17.28
1699208133.9,32.86968,-117.214293,17.31
1699208133.96,32.86968,-117.214293,17.31
1699208134.01,32.869663,-117.214293,17.4
1699208134.06,32.869648,-117.214293,17.4
1699208134.12,32.869648,-117.214293,17.4
1699208134.17,32.869632,-117.214293,17.51
1699208134.22,32.869632,-117.214293,17.51
1699208134.28,32.869615,-117.214292,17.39
1699208134.33,32.869615,-117.214292,17.39
1699208134.38,32.8696,-117.214292,17.4
1699208134.43,32.8696,-117.214292,17.4
1699208134.49,32.869583,-117.214292,17.48
1699208134.54,32.869583,-117.214292,17.48
1699208134.6,32.869568,-117.214292,17.46
1699208134.65,32.869568,-117.214292,17.46
1699208134.7,32.869552,-117.214292,17.48
1699208134.75,32.869552,-117.214292,17.48
1699208134.81,32.869537,-117.21429,17.44
1699208134.86,32.869537,-117.21429,17.44
1699208134.92,32.86952,-117.21429,17.46
1699208134.97,32.869505,-117.21429,17.44
1699208135.02,32.869505,-117.21429,17.44
1699208135.07,32.869488,-117.21429,17.3
1699208135.13,32.869488,-117.21429,17.3
1699208135.18,32.869473,-117.214288,17.32
1699208135.23,32.869473,-117.214288,17.32
1699208135.29,32.869457,-117.214288,17.31
1699208135.34,32.869457,-117.214288,17.31
1699208135.39,32.869442,-117.214288,17.32
1699208135.45,32.869442,-117.214288,17.32
1699208135.5,32.869425,-117.214288,17.32
1699208135.55,32.869425,-117.214288,17.32
1699208135.61,32.869408,-117.214287,17.31
1699208135.66,32.869408,-117.214287,17.31
1699208135.71,32.869393,-117.214287,17.31
1699208135.77,32.869377,-117.214287,17.17
1699208135.82,32.869377,-117.214287,17.17
1699208135.87,32.869362,-117.214287,17.17
1699208135.93,32.869362,-117.214287,17.17
1699208135.98,32.869347,-117.214287,17.18
1699208136.03,32.869347,-117.214287,17.18
1699208136.09,32.86933,-117.214287,17.2
1699208136.14,32.86933,-117.214287,17.2
1699208136.19,32.869315,-117.214287,17.21
1699208136.25,32.869315,-117.214287,17.21
1699208136.3,32.869298,-117.214287,17.21
1699208136.36,32.869283,-117.214287,17.22
1699208136.41,32.869283,-117.214287,17.22
1699208136.46,32.869268,-117.214288,17.21
1699208136.51,32.869268,-117.214288,17.21
1699208136.57,32.869252,-117.214288,17.19
1699208136.62,32.869252,-117.214288,17.19
1699208136.67,32.869237,-117.214288,17.17
1699208136.73,32.869237,-117.214288,17.17
1699208136.78,32.869222,-117.214288,17.15
1699208136.83,32.869222,-117.214288,17.15
1699208136.89,32.869205,-117.214288,17.13
1699208136.94,32.869205,-117.214288,17.13
1699208136.99,32.86919,-117.214288,17.03
1699208137.05,32.86919,-117.214288,17.03
1699208137.1,32.869175,-117.214288,17.04
1699208137.15,32.869175,-117.214288,17.04
1699208137.21,32.869158,-117.214288,17.01
1699208137.26,32.869158,-117.214288,17.01
1699208137.31,32.869143,-117.214288,16.98
1699208137.37,32.869128,-117.214288,16.97
1699208137.42,32.869128,-117.214288,16.97
1699208137.47,32.869113,-117.214288,16.86
1699208137.53,32.869113,-117.214288,16.86
1699208137.58,32.869098,-117.214288,16.85
1699208137.63,32.869098,-117.214288,16.85
1699208137.69,32.869082,-117.214288,16.87
1699208137.74,32.869082,-117.214288,16.87
1699208137.79,32.869067,-117.214288,16.86
1699208137.85,32.869067,-117.214288,16.86
1699208137.9,32.869052,-117.214288,16.86
1699208137.95,32.869052,-117.214288,16.86
1699208138.01,32.869037,-117.214288,16.73
1699208138.06,32.869037,-117.214288,16.73
1699208138.11,32.86902,-117.214287,16.62
1699208138.17,32.869005,-117.214287,16.74
1699208138.22,32.869005,-117.214287,16.74
1699208138.27,32.86899,-117.214287,16.62
1699208138.33,32.86899,-117.214287,16.62
1699208138.38,32.868975,-117.214285,16.31
1699208138.43,32.868975,-117.214285,16.31
1699208138.49,32.86896,-117.214285,16.3
1699208138.54,32.86896,-117.214285,16.3
1699208138.59,32.868947,-117.214285,16.29
1699208138.65,32.868947,-117.214285,16.29
1699208138.7,32.868932,-117.214285,16.27
1699208138.75,32.868932,-117.214285,16.27
1699208138.81,32.868917,-117.214285,16.25
1699208138.86,32.868902,-117.214285,16.24
1699208138.92,32.868902,-117.214285,16.24
1699208138.97,32.868887,-117.214285,16.22
1699208139.02,32.868887,-117.214285,16.22
1699208139.08,32.868873,-117.214285,16.21
1699208139.13,32.868873,-117.214285,16.21
1699208139.18,32.868858,-117.214285,16.19
1699208139.24,32.868858,-117.214285,16.19
1699208139.29,32.868843,-117.214285,16.18
1699208139.34,32.868843,-117.214285,16.18
1699208139.4,32.868828,-117.214283,16.18
1699208139.45,32.868828,-117.214283,16.18
1699208139.5,32.868815,-117.214283,16.16
1699208139.56,32.868815,-117.214283,16.16
1699208139.61,32.8688,-117.214283,16.06
1699208139.66,32.868787,-117.214283,16.06
1699208139.72,32.868787,-117.214283,16.06
1699208139.77,32.868772,-117.214282,16.05
1699208139.82,32.868772,-117.214282,16.05
1699208139.88,32.868757,-117.214282,16.03
1699208139.93,32.868757,-117.214282,16.03
1699208139.98,32.868743,-117.214282,15.93
1699208140.04,32.868743,-117.214282,15.93
1699208140.09,32.868728,-117.21428,15.9
1699208140.14,32.868728,-117.21428,15.9
1699208140.2,32.868715,-117.21428,15.81
1699208140.25,32.868715,-117.21428,15.81
1699208140.3,32.8687,-117.21428,15.72
1699208140.36,32.8687,-117.21428,15.72
1699208140.41,32.868687,-117.21428,15.72
1699208140.46,32.868672,-117.214278,15.63
1699208140.52,32.868672,-117.214278,15.63
1699208140.57,32.868658,-117.214277,15.62
1699208140.62,32.868658,-117.214277,15.62
1699208140.68,32.868645,-117.214275,15.64
1699208140.73,32.868645,-117.214275,15.64
1699208140.78,32.86863,-117.214275,15.63
1699208140.84,32.86863,-117.214275,15.63
1699208140.89,32.868617,-117.214273,15.63
1699208140.94,32.868617,-117.214273,15.63
1699208141.0,32.868603,-117.214272,15.54
1699208141.05,32.868603,-117.214272,15.54
1699208141.1,32.868588,-117.21427,15.51
1699208141.16,32.868588,-117.21427,15.51
1699208141.21,32.868577,-117.21427,15.32
1699208141.26,32.868562,-117.214268,15.31
1699208141.32,32.868562,-117.214268,15.31
1699208141.37,32.868548,-117.214267,15.29
1699208141.42,32.868548,-117.214267,15.29
1699208141.48,32.868535,-117.214265,15.08
1699208141.53,32.868535,-117.214265,15.08
1699208141.58,32.868522,-117.214263,15.05
1699208141.63,32.868522,-117.214263,15.05
1699208141.69,32.868508,-117.214262,14.96
1699208141.74,32.868508,-117.214262,14.96
1699208141.8,32.868495,-117.214258,14.97
1699208141.85,32.868495,-117.214258,14.97
1699208141.9,32.868482,-117.214257,14.97
1699208141.96,32.868482,-117.214257,14.97
1699208142.01,32.868468,-117.214255,14.85
1699208142.06,32.868455,-117.214253,14.84
1699208142.11,32.868455,-117.214253,14.84
1699208142.17,32.868443,-117.21425,14.71
1699208142.22,32.868443,-117.21425,14.71
1699208142.27,32.86843,-117.214248,14.71
1699208142.33,32.86843,-117.214248,14.71
1699208142.38,32.868417,-117.214247,14.68
1699208142.43,32.868417,-117.214247,14.68
1699208142.49,32.868403,-117.214243,14.64
1699208142.54,32.868403,-117.214243,14.64
1699208142.59,32.868392,-117.214242,14.61
1699208142.65,32.868392,-117.214242,14.61
1699208142.7,32.868378,-117.21424,14.57
1699208142.75,32.868378,-117.21424,14.57
1699208142.81,32.868365,-117.214237,14.53
1699208142.86,32.868352,-117.214233,14.5
1699208142.91,32.868352,-117.214233,14.5
1699208142.97,32.868338,-117.214227,14.49
1699208143.02,32.868338,-117.214227,14.49
1699208143.07,32.868325,-117.214223,14.48
1699208143.13,32.868325,-117.214223,14.48
1699208143.18,32.868312,-117.214217,14.47
1699208143.23,32.868312,-117.214217,14.47
1699208143.29,32.868298,-117.214213,14.39
1699208143.34,32.868298,-117.214213,14.39
1699208143.39,32.868283,-117.214208,14.38
1699208143.45,32.868283,-117.214208,14.38
1699208143.5,32.868272,-117.214205,14.27
1699208143.55,32.868272,-117.214205,14.27
1699208143.61,32.868258,-117.214202,14.25
1699208143.66,32.868258,-117.214202,14.25
1699208143.71,32.868245,-117.214198,14.21
1699208143.77,32.868232,-117.214195,14.19
1699208143.82,32.868232,-117.214195,14.19
1699208143.88,32.868218,-117.21419,14.16
1699208143.93,32.868218,-117.21419,14.16
1699208143.98,32.868205,-117.214187,14.03
1699208144.04,32.868205,-117.214187,14.03
1699208144.09,32.868193,-117.214183,13.91
1699208144.14,32.868193,-117.214183,13.91
1699208144.2,32.86818,-117.21418,13.78
1699208144.25,32.86818,-117.21418,13.78
1699208144.31,32.868168,-117.214177,13.76
1699208144.36,32.868168,-117.214177,13.76
1699208144.41,32.868157,-117.214173,13.64
1699208144.47,32.868145,-117.21417,13.62
1699208144.52,32.868145,-117.21417,13.62
1699208144.57,32.868133,-117.214168,13.58
1699208144.63,32.868133,-117.214168,13.58
1699208144.68,32.868122,-117.214165,13.47
1699208144.73,32.868122,-117.214165,13.47
1699208144.79,32.86811,-117.214162,13.45
1699208144.84,32.86811,-117.214162,13.45
1699208144.89,32.8681,-117.21416,13.37
1699208144.94,32.8681,-117.21416,13.37
1699208145.0,32.868088,-117.214157,13.28
1699208145.05,32.868088,-117.214157,13.28
1699208145.11,32.868077,-117.214153,13.16
1699208145.16,32.868077,-117.214153,13.16
1699208145.21,32.868065,-117.21415,13.07
1699208145.27,32.868065,-117.21415,13.07
1699208145.32,32.868055,-117.214147,12.92
1699208145.37,32.868043,-117.214143,12.89
1699208145.43,32.868043,-117.214143,12.89
1699208145.48,32.868033,-117.214142,12.87
1699208145.53,32.868033,-117.214142,12.87
1699208145.58,32.868022,-117.214138,12.78
1699208145.64,32.868022,-117.214138,12.78
1699208145.69,32.868012,-117.214135,12.75
1699208145.74,32.868012,-117.214135,12.75
1699208145.8,32.868,-117.214133,12.72
1699208145.85,32.868,-117.214133,12.72
1699208145.9,32.86799,-117.21413,12.57
1699208145.96,32.86799,-117.21413,12.57
1699208146.01,32.86798,-117.214128,12.45
1699208146.06,32.86797,-117.214125,12.36
1699208146.12,32.86797,-117.214125,12.36
1699208146.17,32.86796,-117.214122,12.33
1699208146.22,32.86796,-117.214122,12.33
1699208146.28,32.867948,-117.21412,12.3
1699208146.33,32.867948,-117.21412,12.3
1699208146.38,32.867938,-117.214117,12.26
1699208146.44,32.867938,-117.214117,12.26
1699208146.49,32.867928,-117.214113,12.17
1699208146.54,32.867928,-117.214113,12.17
1699208146.6,32.867918,-117.21411,12.09
1699208146.65,32.867918,-117.21411,12.09
1699208146.7,32.867908,-117.214108,12.05
1699208146.76,32.867908,-117.214108,12.05
1699208146.81,32.867898,-117.214105,11.91
1699208146.86,32.867888,-117.214102,11.81
1699208146.92,32.867888,-117.214102,11.81
1699208146.97,32.86788,-117.214098,11.71
1699208147.02,32.86788,-117.214098,11.71
1699208147.08,32.86787,-117.214095,11.61
1699208147.13,32.86787,-117.214095,11.61
1699208147.18,32.867862,-117.214093,11.51
1699208147.24,32.867862,-117.214093,11.51
1699208147.29,32.867852,-117.21409,11.42
1699208147.34,32.867852,-117.21409,11.42
1699208147.4,32.867842,-117.214088,11.39
1699208147.45,32.867842,-117.214088,11.39
1699208147.5,32.867833,-117.214085,11.31
1699208147.56,32.867833,-117.214085,11.31
1699208147.61,32.867823,-117.214082,11.27
1699208147.66,32.867813,-117.21408,11.24
1699208147.72,32.867813,-117.21408,11.24
1699208147.77,32.867805,-117.214077,11.21
1699208147.82,32.867805,-117.214077,11.21
1699208147.88,32.867795,-117.214075,11.19
1699208147.93,32.867795,-117.214075,11.19
1699208147.98,32.867785,-117.214072,11.16
1699208148.04,32.867785,-117.214072,11.16
1699208148.09,32.867775,-117.214068,11.13
1699208148.14,32.867775,-117.214068,11.13
1699208148.2,32.867767,-117.214065,11.1
1699208148.25,32.867767,-117.214065,11.1
1699208148.3,32.867757,-117.214062,11.01
1699208148.36,32.867757,-117.214062,11.01
1699208148.41,32.867748,-117.21406,10.99
1699208148.46,32.867738,-117.214057,10.96
1699208148.52,32.867738,-117.214057,10.96
1699208148.57,32.86773,-117.214053,10.87
1699208148.62,32.86773,-117.214053,10.87
1699208148.68,32.867722,-117.214052,10.78
1699208148.73,32.867722,-117.214052,10.78
1699208148.78,32.867713,-117.214048,10.67
1699208148.84,32.867713,-117.214048,10.67
1699208148.9,32.867705,-117.214047,10.64
1699208148.95,32.867705,-117.214047,10.64
1699208149.01,32.867697,-117.214043,10.5
1699208149.06,32.867697,-117.214043,10.5
1699208149.11,32.867688,-117.214042,10.42
1699208149.17,32.86768,-117.21404,10.32
1699208149.22,32.86768,-117.21404,10.32
1699208149.27,32.867672,-117.214038,10.2
1699208149.32,32.867672,-117.214038,10.2
1699208149.38,32.867663,-117.214037,10.17
1699208149.43,32.867663,-117.214037,10.17
1699208149.48,32.867655,-117.214035,10.07
1699208149.54,32.867655,-117.214035,10.07
1699208149.59,32.867648,-117.214033,9.97
1699208149.64,32.867648,-117.214033,9.97
1699208149.7,32.86764,-117.214032,9.94
1699208149.75,32.86764,-117.214032,9.94
1699208149.8,32.867632,-117.214028,9.91
1699208149.85,32.867623,-117.214027,9.89
1699208149.91,32.867623,-117.214027,9.89
1699208149.96,32.867615,-117.214025,9.85
1699208150.01,32.867615,-117.214025,9.85
1699208150.06,32.867607,-117.214023,9.73
1699208150.12,32.867607,-117.214023,9.73
1699208150.17,32.867598,-117.214022,9.65
1699208150.22,32.867598,-117.214022,9.65
1699208150.28,32.867592,-117.21402,9.53
1699208150.33,32.867592,-117.21402,9.53
1699208150.38,32.867585,-117.21402,9.34
1699208150.43,32.867585,-117.21402,9.34
1699208150.49,32.867578,-117.214018,9.2
1699208150.54,32.867578,-117.214018,9.2
1699208150.59,32.867572,-117.214017,9.1
1699208150.64,32.867572,-117.214017,9.1
1699208150.7,32.867565,-117.214017,8.96
1699208150.75,32.867565,-117.214017,8.96
1699208150.8,32.867557,-117.214013,8.94
1699208150.86,32.86755,-117.214012,8.92
1699208150.91,32.86755,-117.214012,8.92
1699208150.96,32.867542,-117.21401,8.88
1699208151.01,32.867542,-117.21401,8.88
1699208151.07,32.867535,-117.214008,8.79
1699208151.12,32.867535,-117.214008,8.79
1699208151.17,32.867528,-117.214007,8.77
1699208151.22,32.867528,-117.214007,8.77
1699208151.28,32.867522,-117.214005,8.68
1699208151.33,32.867522,-117.214005,8.68
1699208151.38,32.867513,-117.214002,8.66
1699208151.43,32.867513,-117.214002,8.66
1699208151.49,32.867507,-117.214,8.63
1699208151.54,32.867507,-117.214,8.63
1699208151.59,32.8675,-117.213997,8.54
1699208151.65,32.8675,-117.213997,8.54
1699208151.7,32.867492,-117.213995,8.53
1699208151.75,32.867492,-117.213995,8.53
1699208151.8,32.867485,-117.213992,8.51
1699208151.86,32.867485,-117.213992,8.51
1699208151.91,32.867478,-117.213988,8.48
1699208151.96,32.867472,-117.213985,8.39
1699208152.02,32.867472,-117.213985,8.39
1699208152.07,32.867465,-117.213983,8.34
1699208152.12,32.867465,-117.213983,8.34
1699208152.17,32.867458,-117.21398,8.23
1699208152.23,32.867458,-117.21398,8.23
1699208152.28,32.867452,-117.213977,8.15
1699208152.33,32.867452,-117.213977,8.15
1699208152.39,32.867447,-117.213973,8.12
1699208152.44,32.867447,-117.213973,8.12
1699208152.49,32.86744,-117.21397,8.04
1699208152.54,32.86744,-117.21397,8.04
1699208152.6,32.867433,-117.213968,7.96
1699208152.65,32.867433,-117.213968,7.96
1699208152.7,32.867427,-117.213965,7.93
1699208152.75,32.867422,-117.213963,7.89
1699208152.81,32.867422,-117.213963,7.89
1699208152.86,32.867415,-117.21396,7.79
1699208152.91,32.867415,-117.21396,7.79
1699208152.96,32.867408,-117.213958,7.76
1699208153.02,32.867408,-117.213958,7.76
1699208153.07,32.867403,-117.213955,7.64
1699208153.12,32.867403,-117.213955,7.64
1699208153.18,32.867397,-117.213953,7.55
1699208153.23,32.867397,-117.213953,7.55
1699208153.28,32.867392,-117.21395,7.46
1699208153.33,32.867392,-117.21395,7.46
1699208153.39,32.867387,-117.213948,7.42
1699208153.44,32.867387,-117.213948,7.42
1699208153.49,32.867382,-117.213947,7.3
1699208153.55,32.867382,-117.213947,7.3
1699208153.6,32.867377,-117.213945,7.22
1699208153.65,32.867377,-117.213945,7.22
1699208153.7,32.86737,-117.213943,7.13
1699208153.76,32.867365,-117.213942,7.04
1699208153.81,32.867365,-117.213942,7.04
1699208153.86,32.867362,-117.213942,6.93
1699208153.92,32.867362,-117.213942,6.93
1699208153.97,32.867357,-117.21394,6.81
1699208154.03,32.867357,-117.21394,6.81
1699208154.08,32.867353,-117.21394,6.66
1699208154.13,32.867353,-117.21394,6.66
1699208154.19,32.86735,-117.213938,6.52
1699208154.24,32.86735,-117.213938,6.52
1699208154.29,32.867345,-117.213938,6.36
1699208154.34,32.867345,-117.213938,6.36
1699208154.4,32.867343,-117.213938,6.18
1699208154.45,32.867343,-117.213938,6.18
1699208154.5,32.86734,-117.213938,6.03
1699208154.55,32.867337,-117.213937,5.89
1699208154.61,32.867337,-117.213937,5.89
1699208154.66,32.867333,-117.213937,5.76
1699208154.71,32.867333,-117.213937,5.76
1699208154.77,32.867328,-117.213935,5.72
1699208154.82,32.867328,-117.213935,5.72
1699208154.87,32.867325,-117.213935,5.62
1699208154.93,32.867325,-117.213935,5.62
1699208154.98,32.867322,-117.213933,5.59
1699208155.03,32.867322,-117.213933,5.59
1699208155.08,32.867317,-117.213932,5.47
1699208155.14,32.867317,-117.213932,5.47
1699208155.19,32.867313,-117.213932,5.39
1699208155.24,32.867313,-117.213932,5.39
1699208155.3,32.86731,-117.21393,5.29
1699208155.35,32.86731,-117.21393,5.29
1699208155.4,32.867308,-117.213932,5.12
1699208155.46,32.867307,-117.213932,4.93
1699208155.51,32.867307,-117.213932,4.93
1699208155.56,32.867305,-117.213933,4.76
1699208155.61,32.867305,-117.213933,4.76
1699208155.67,32.867303,-117.213933,4.61
1699208155.72,32.867303,-117.213933,4.61
1699208155.77,32.8673,-117.213933,4.52
1699208155.83,32.8673,-117.213933,4.52
1699208155.88,32.867298,-117.213933,4.43
1699208155.93,32.867298,-117.213933,4.43
1699208155.99,32.867295,-117.213933,4.32
1699208156.04,32.867295,-117.213933,4.32
1699208156.09,32.867293,-117.213933,4.21
1699208156.15,32.867293,-117.213933,4.21
1699208156.2,32.867292,-117.213933,4.18
1699208156.25,32.867288,-117.213932,4.08
1699208156.31,32.867288,-117.213932,4.08
1699208156.36,32.867287,-117.213932,3.97
1699208156.41,32.867287,-117.213932,3.97
1699208156.47,32.867287,-117.213933,3.83
1699208156.52,32.867287,-117.213933,3.83
1699208156.57,32.867285,-117.213933,3.68
1699208156.63,32.867285,-117.213933,3.68
1699208156.68,32.867283,-117.213933,3.53
1699208156.73,32.867283,-117.213933,3.53
1699208156.79,32.867282,-117.213933,3.5
1699208156.84,32.867282,-117.213933,3.5
1699208156.89,32.86728,-117.213933,3.41
1699208156.95,32.86728,-117.213933,3.41
1699208157.0,32.867278,-117.213932,3.38
1699208157.05,32.867278,-117.213932,3.38
1699208157.11,32.867277,-117.213933,3.24
1699208157.16,32.867277,-117.213933,3.24
1699208157.21,32.867278,-117.213933,3.02
1699208157.27,32.867278,-117.213935,2.82
1699208157.32,32.867278,-117.213935,2.82
1699208157.37,32.867278,-117.213935,2.58
1699208157.42,32.867278,-117.213935,2.58
1699208157.48,32.86728,-117.213935,2.4
1699208157.53,32.86728,-117.213935,2.4
1699208157.59,32.867282,-117.213933,2.16
1699208157.64,32.867282,-117.213933,2.16
1699208157.69,32.867283,-117.213933,1.93
1699208157.74,32.867283,-117.213933,1.93
1699208157.8,32.867285,-117.213932,1.83
1699208157.85,32.867285,-117.213932,1.83
1699208157.91,32.867285,-117.213932,1.79
1699208157.96,32.867285,-117.213932,1.79
1699208158.01,32.867285,-117.21393,1.62
1699208158.07,32.867287,-117.21393,1.44
1699208158.12,32.867287,-117.21393,1.44
1699208158.17,32.867288,-117.21393,1.27
1699208158.22,32.867288,-117.21393,1.27
1699208158.28,32.86729,-117.21393,1.15
1699208158.33,32.86729,-117.21393,1.15
1699208158.38,32.86729,-117.21393,1.04
1699208158.44,32.86729,-117.21393,1.04
1699208158.49,32.86729,-117.21393,0.94
1699208158.54,32.86729,-117.21393,0.94
1699208158.6,32.867292,-117.21393,0.84
1699208158.65,32.867292,-117.21393,0.84
1699208158.7,32.867292,-117.21393,0.76
1699208158.76,32.867292,-117.21393,0.76
1699208158.81,32.867292,-117.21393,0.73
1699208158.86,32.867292,-117.21393,0.73
1699208158.92,32.867292,-117.21393,0.7
1699208158.98,32.867292,-117.21393,0.67
1699208159.03,32.867292,-117.21393,0.67
1699208159.08,32.867292,-117.213928,0.63
1699208159.14,32.867292,-117.213928,0.63
1699208159.19,32.867292,-117.213928,0.55
1699208159.24,32.867292,-117.213928,0.55
1699208159.3,32.867292,-117.213928,0.52
1699208159.35,32.867292,-117.213928,0.52
1699208159.41,32.867293,-117.213928,0.49
1699208159.46,32.867293,-117.213928,0.49
1699208159.51,32.867293,-117.213928,0.46
1699208159.56,32.867293,-117.213928,0.46
1699208159.62,32.867293,-117.213927,0.43
1699208159.67,32.867293,-117.213927,0.41
1699208159.72,32.867293,-117.213927,0.41
1699208159.78,32.867293,-117.213927,0.38
1699208159.83,32.867293,-117.213927,0.38
1699208159.88,32.867293,-117.213925,0.37
1699208159.94,32.867293,-117.213925,0.37
1699208159.99,32.867292,-117.213925,0.36
